OG0000004	GPCR	1
OG0000022	GPCR	1
OG0000056	GPCR	1
OG0000024	GPCR	1
OG0000156	GPCR	1
OG0000205	GPCR	1
OG0000276	GPCR	1
OG0000288	GPCR	1
OG0000165	GPCR	1
OG0000181	GPCR	1
OG0000096	GPCR	1
OG0000543	GPCR	1
OG0000610	GPCR	1
OG0000118	GPCR	1
OG0000152	GPCR	1
OG0000628	GPCR	1
OG0000646	GPCR	1
OG0000542	GPCR	1
OG0000368	GPCR	1
OG0000800	GPCR	1
OG0001262	GPCR	1
OG0000032	GPCR	1
OG0000349	GPCR	1
OG0000340	GPCR	1
OG0000234	GPCR	1
OG0000607	GPCR	1
OG0000308	GPCR	1
OG0000573	GPCR	1
OG0000836	GPCR	1
OG0000645	GPCR	1
OG0000410	GPCR	1
OG0001688	GPCR	1
OG0000737	GPCR	1
OG0002113	GPCR	1
OG0000015	NLR	2
OG0000025	NLR	2
OG0000097	NLR	2
OG0000103	NLR	2
OG0000385	NLR	2
OG0000193	NLR	2
OG0000452	NLR	2
OG0000786	NLR	2
OG0000801	NLR	2
OG0000769	NLR	2
OG0001109	NLR	2
OG0000586	NLR	2
OG0001130	NLR	2
OG0000035	EGF_CA	3
OG0000054	EGF_CA	3
OG0000018	EGF_CA	3
OG0000092	EGF_CA	3
OG0000194	EGF_CA	3
OG0000611	EGF_CA	3
OG0001013	EGF_CA	3
OG0000432	EGF_CA	3
OG0000572	EGF_CA	3
OG0000350	EGF_CA	3
OG0001328	EGF_CA	3
OG0000010	Fibrinogen-like	4
OG0000017	Fibrinogen-like	4
OG0000113	Fibrinogen-like	4
OG0000549	Fibrinogen-like	4
OG0000218	Fibrinogen-like	4
OG0000324	Fibrinogen-like	4
OG0000923	Fibrinogen-like	4
OG0000195	Fibrinogen-like	4
OG0000637	Fibrinogen-like	4
OG0000023	lectin	5
OG0000190	lectin	5
OG0000251	lectin	5
OG0001238	lectin	5
OG0000316	lectin	5
OG0000435	EGF_like	6
OG0000073	SRCR	7
OG0000255	SRCR	7
OG0000450	SRCR	7
OG0000011	Cubilin-like	8
OG0000207	Cubilin-like	8
OG0000463	Cubilin-like	8
OG0000766	Cubilin-like	8
OG0000460	Cubilin-like	8
OG0000062	kelch,	9
OG0000036	kelch,	9
OG0000093	kelch,	9
OG0000841	kelch,	9
OG0000363	TRAF	10
OG0000188	TRAF	10
OG0000129	TRAF	10
OG0000084	NHL	11
OG0000099	NHL	11
OG0000133	NHL	11
OG0000106	TLR	12
OG0001736		13
OG0000016		13
OG0000029		13
OG0000005		13
OG0000076		13
OG0000050		13
OG0000045		13
OG0000089		13
OG0000128		13
OG0000222		13
OG0000338		13
OG0000172		13
OG0000415		13
OG0000058		13
OG0000309		13
OG0000263		13
OG0000411		13
OG0000377		13
OG0000300		13
OG0000055		13
OG0000268		13
OG0000170		13
OG0000429		13
OG0000046		13
OG0000508		13
OG0000262		13
OG0000729		13
OG0000730		13
OG0000197		13
OG0000378		13
OG0000184		13
OG0000728		13
OG0000243		13
OG0000235		13
OG0000271		13
OG0000033		13
OG0000344		13
OG0000388		13
OG0000635		13
OG0000905		13
OG0000840		13
OG0000754		13
OG0000851		13
OG0000864		13
OG0000296		13
OG0000710		13
OG0000433		13
OG0000599		13
OG0000606		13
OG0000179		13
OG0000579		13
OG0000969		13
OG0000294		13
OG0000105		13
OG0000889		13
OG0000674		13
OG0000744		13
OG0000470		13
OG0000100		13
OG0000501		13
OG0000652		13
OG0001121		13
OG0000486		13
OG0000984		13
OG0000247		13
OG0000192		13
OG0000482		13
OG0000070		13
OG0001303		13
OG0000802		13
OG0001644		13
OG0000449		13
OG0000887		13
OG0001045		13
OG0000555		13
OG0000424		13
OG0000214		13
OG0000451		13
OG0000939		13
OG0001469		13
OG0000557		13
OG0001337		13
OG0000910		13
OG0000544		13
OG0001278		13
OG0001367		13
OG0001978		13
OG0000933		13
OG0000489		13
OG0000499		13
OG0000876		13
OG0002114		13
OG0001203		13
OG0002027		13
OG0000524		13
OG0001078		13
OG0000151		13
OG0000330		13
OG0000777		13
OG0000074		13
